Order ID,Customer Name,Gender,Age,Device used,City,Product Category,Purchase time,Payment mode,Order Date,Order Day,Amount spent by per user,Discount,Return item
ORD00520,Jamie Johnson,Male,58,Laptop,Chennai,Home Decor,Evening,Cash on Delivery,2024-08-04,Sunday,10093.92,1961.14,Yes
ORD00521,Erica Mccarthy,Male,52,Mobile,Mumbai,Electronics,Evening,UPI,2023-11-13,Monday,2938.26,726.59,Yes
ORD00522,Shannon Moore,Male,23,Mobile,Delhi,Home Decor,Afternoon,UPI,2025-05-15,Thursday,8694.74,3508.99,No
ORD00523,Julia Willis,Female,47,Tablet,Pune,Electronics,Evening,Credit Card,2024-06-11,Tuesday,16949.15,8105.76,Yes
ORD00524,Joseph Crawford,Female,43,Mobile,Chennai,Home Decor,Afternoon,Debit Card,2023-12-04,Monday,17966.13,2920.14,No
ORD00525,Jennifer Coleman,Male,25,Tablet,Mumbai,Home Decor,Night,Debit Card,2024-02-27,Tuesday,14883.57,968.62,No
ORD00526,Melissa Cross,Male,51,Tablet,Mumbai,Home Decor,Night,UPI,2024-12-20,Friday,18756.2,2276.54,Yes
ORD00527,Brittany Griffith,Male,34,Laptop,Kolkata,Footwear,Afternoon,UPI,2023-09-04,Monday,17806.63,7810.81,Yes
ORD00528,Brian King,Male,33,Tablet,Hyderabad,Footwear,Morning,Debit Card,2025-04-24,Thursday,15990.61,5006.88,No
ORD00529,Alex Baldwin,Male,18,Mobile,Chennai,Accessories,Night,Cash on Delivery,2024-08-02,Friday,3522.34,1397.87,Yes
ORD00530,Alexander Bright,Male,49,Mobile,Kolkata,Books,Evening,Credit Card,2024-07-19,Friday,1665.62,566.41,Yes
ORD00531,Christina Cooley,Male,49,Mobile,Bangalore,Books,Evening,Net Banking,2025-02-02,Sunday,14797.18,882.04,No
ORD00532,Garrett Peterson,Female,26,Laptop,Delhi,Home Decor,Night,Cash on Delivery,2024-07-05,Friday,6246.93,2271.8,Yes
ORD00533,Daniel Valdez,Male,52,Laptop,Bangalore,Accessories,Night,UPI,2024-01-13,Saturday,17419.41,5563.86,Yes
ORD00534,Derek Marquez MD,Male,51,Mobile,Hyderabad,Footwear,Evening,Cash on Delivery,2024-04-29,Monday,7658.7,385.42,No
ORD00535,Kristen Edwards,Male,19,Tablet,Pune,Footwear,Afternoon,UPI,2024-10-29,Tuesday,14559.57,5040.96,No
ORD00536,Geoffrey Hunter,Male,51,Tablet,Hyderabad,Books,Afternoon,Cash on Delivery,2024-09-30,Monday,6021.02,1411.4,No
ORD00537,Kimberly Patterson,Male,24,Tablet,Kolkata,Electronics,Morning,Debit Card,2023-08-16,Wednesday,3983.46,255.23,Yes
ORD00538,Anita Schwartz,Female,30,Mobile,Delhi,Books,Night,Net Banking,2024-11-11,Monday,10753.52,3931.39,No
ORD00539,Vincent Adams,Male,41,Mobile,Chennai,Accessories,Morning,Credit Card,2023-08-04,Friday,18639.12,2682.77,No
ORD00540,Bradley Reyes,Male,47,Tablet,Delhi,Footwear,Night,UPI,2023-12-22,Friday,15987.87,1218.84,No
ORD00541,Catherine Smith,Male,22,Laptop,Delhi,Clothing,Morning,Credit Card,2024-08-11,Sunday,14640.85,4234.83,Yes
ORD00542,Brittany Pratt,Male,51,Tablet,Mumbai,Books,Afternoon,Cash on Delivery,2024-03-17,Sunday,15109.29,3578.38,Yes
ORD00543,Ann Smith,Female,47,Tablet,Kolkata,Home Decor,Morning,Debit Card,2025-03-24,Monday,15953.0,4745.77,No
ORD00544,Richard Evans,Male,52,Tablet,Hyderabad,Footwear,Evening,Cash on Delivery,2024-03-03,Sunday,19833.53,3889.24,No
ORD00545,Christopher Wright,Female,58,Laptop,Pune,Accessories,Evening,Cash on Delivery,2025-04-01,Tuesday,5194.09,1535.02,No
ORD00546,Andrew Clark,Female,41,Laptop,Hyderabad,Home Decor,Morning,Credit Card,2024-04-26,Friday,19667.65,6256.15,Yes
ORD00547,Ashley Allison,Female,18,Laptop,Mumbai,Clothing,Evening,Credit Card,2024-06-14,Friday,15544.7,7376.06,No
ORD00548,Rebecca Carrillo,Male,24,Mobile,Hyderabad,Footwear,Afternoon,Debit Card,2024-10-12,Saturday,5667.27,2552.15,Yes
ORD00549,Michelle Garcia,Male,34,Laptop,Delhi,Books,Night,Cash on Delivery,2024-06-16,Sunday,18398.7,6999.23,No
ORD00550,Sandra Medina,Female,29,Laptop,Pune,Accessories,Morning,Cash on Delivery,2024-06-08,Saturday,13023.97,870.23,No
ORD00551,Ryan Bryant,Male,21,Laptop,Bangalore,Home Decor,Night,Credit Card,2023-10-04,Wednesday,17460.84,2654.45,Yes
ORD00552,Amber Kennedy,Female,21,Laptop,Chennai,Electronics,Evening,Cash on Delivery,2023-11-10,Friday,11515.8,2269.47,Yes
ORD00553,Mark Pena,Male,21,Tablet,Kolkata,Home Decor,Night,Cash on Delivery,2024-10-07,Monday,11717.47,1060.87,No
ORD00554,Michael Fuentes,Female,43,Mobile,Mumbai,Footwear,Morning,Net Banking,2024-08-22,Thursday,11643.09,840.51,No
ORD00555,Christopher Armstrong,Female,23,Laptop,Chennai,Home Decor,Afternoon,Debit Card,2023-09-21,Thursday,9877.99,1374.51,No
ORD00556,Richard Johnson,Male,53,Tablet,Kolkata,Books,Afternoon,Debit Card,2024-05-05,Sunday,1897.06,757.97,No
ORD00557,Mark Allen,Male,25,Tablet,Hyderabad,Home Decor,Evening,UPI,2024-11-26,Tuesday,4214.55,864.14,Yes
ORD00558,Christy Parks,Female,28,Laptop,Chennai,Home Decor,Afternoon,Net Banking,2025-03-27,Thursday,1375.11,575.04,Yes
ORD00559,Suzanne Johnston,Female,27,Tablet,Pune,Electronics,Morning,Credit Card,2025-04-15,Tuesday,5239.44,1726.14,Yes
ORD00560,Jason Holt,Female,18,Laptop,Kolkata,Electronics,Evening,Net Banking,2024-12-22,Sunday,9688.21,1931.29,Yes
ORD00561,Douglas Campbell,Male,52,Tablet,Pune,Footwear,Night,Cash on Delivery,2024-06-11,Tuesday,14733.51,1673.82,Yes
ORD00562,Nicole Lindsey,Female,55,Tablet,Chennai,Electronics,Evening,Debit Card,2025-02-05,Wednesday,1672.15,234.62,No
ORD00563,Christopher Duffy,Male,47,Tablet,Delhi,Electronics,Night,UPI,2024-03-11,Monday,13428.14,6187.57,No
ORD00564,Sean Hoffman,Male,19,Laptop,Pune,Accessories,Night,Debit Card,2024-04-05,Friday,19605.96,5466.99,Yes
ORD00565,Dr. Troy Hughes,Female,49,Tablet,Chennai,Electronics,Afternoon,Debit Card,2024-09-06,Friday,10262.69,2628.21,Yes
ORD00566,Erin Hill,Male,33,Tablet,Bangalore,Footwear,Night,Net Banking,2023-08-04,Friday,15015.62,874.92,No
ORD00567,Austin Jackson,Female,58,Laptop,Mumbai,Books,Evening,Credit Card,2024-03-09,Saturday,12702.95,5657.95,Yes
ORD00568,Christine Turner,Female,32,Mobile,Bangalore,Home Decor,Afternoon,Credit Card,2025-06-02,Monday,14732.85,4188.89,Yes
ORD00569,Peter Hall,Female,33,Tablet,Mumbai,Home Decor,Evening,Cash on Delivery,2024-02-02,Friday,6921.05,2034.82,Yes
ORD00570,Elizabeth Ortiz,Male,55,Tablet,Kolkata,Clothing,Afternoon,UPI,2023-09-02,Saturday,13926.38,6328.0,Yes
ORD00571,Matthew Martin,Female,27,Tablet,Chennai,Clothing,Evening,Credit Card,2024-06-26,Wednesday,11368.14,5421.13,Yes
ORD00572,Patricia Fitzgerald,Male,38,Mobile,Kolkata,Electronics,Evening,Net Banking,2023-09-02,Saturday,19243.33,3589.01,No
ORD00573,Megan Salazar,Male,30,Mobile,Mumbai,Clothing,Morning,Cash on Delivery,2025-03-11,Tuesday,12530.46,4041.35,Yes
ORD00574,Joshua Ruiz,Male,32,Tablet,Delhi,Footwear,Morning,Net Banking,2025-02-26,Wednesday,3114.69,1341.69,No
ORD00575,Charles Adams,Female,29,Laptop,Hyderabad,Home Decor,Afternoon,Debit Card,2025-05-05,Monday,4268.57,275.34,Yes
ORD00576,Curtis Johnson,Female,44,Mobile,Kolkata,Accessories,Afternoon,Debit Card,2024-05-30,Thursday,1789.66,836.12,No
ORD00577,Jorge Logan,Female,38,Laptop,Mumbai,Home Decor,Night,Credit Card,2025-05-20,Tuesday,12354.63,5200.65,No
ORD00578,Dennis Hooper,Female,57,Tablet,Chennai,Books,Morning,Cash on Delivery,2024-05-01,Wednesday,2631.67,672.67,Yes
ORD00579,Amanda Kim,Male,51,Tablet,Hyderabad,Accessories,Morning,Cash on Delivery,2024-03-16,Saturday,8054.26,3175.97,Yes
ORD00580,Victoria Doyle,Male,36,Laptop,Hyderabad,Footwear,Evening,Net Banking,2025-03-08,Saturday,3746.49,683.69,Yes
ORD00581,Scott White,Male,47,Tablet,Hyderabad,Electronics,Morning,Debit Card,2024-12-17,Tuesday,15685.26,7403.9,Yes
ORD00582,Jacob Moore,Female,44,Laptop,Hyderabad,Electronics,Afternoon,Net Banking,2025-01-05,Sunday,12011.15,4452.36,Yes
ORD00583,Robert Pearson,Female,23,Laptop,Bangalore,Accessories,Afternoon,Credit Card,2024-04-24,Wednesday,2278.23,837.94,No
ORD00584,Juan Woods,Male,51,Tablet,Hyderabad,Accessories,Afternoon,Net Banking,2024-10-31,Thursday,11231.74,783.5,Yes
ORD00585,David Baker,Female,54,Tablet,Pune,Clothing,Afternoon,Debit Card,2024-05-16,Thursday,3987.9,1477.2,No
ORD00586,Scott Barker,Female,37,Tablet,Pune,Home Decor,Evening,Debit Card,2025-02-27,Thursday,2792.3,304.94,Yes
ORD00587,Darren Peterson,Male,57,Laptop,Delhi,Home Decor,Night,Net Banking,2024-09-29,Sunday,11098.27,583.63,No
ORD00588,Scott Gordon,Male,31,Tablet,Kolkata,Home Decor,Night,Net Banking,2023-10-26,Thursday,9116.57,2922.29,Yes
ORD00589,Casey Vasquez,Male,53,Laptop,Chennai,Accessories,Afternoon,Credit Card,2024-12-01,Sunday,4104.38,306.92,No
ORD00590,Anthony Brooks,Male,27,Mobile,Kolkata,Books,Evening,UPI,2025-06-29,Sunday,18447.5,1329.4,No
ORD00591,Hayley Lara,Male,28,Tablet,Bangalore,Books,Afternoon,Net Banking,2024-02-18,Sunday,15112.03,3205.03,Yes
ORD00592,Shawn Rodriguez,Male,37,Laptop,Bangalore,Home Decor,Morning,Net Banking,2025-01-13,Monday,16944.54,1342.29,No
ORD00593,Joshua James,Male,25,Tablet,Pune,Footwear,Evening,Cash on Delivery,2025-01-01,Wednesday,8568.28,1237.52,Yes
ORD00594,Robert Ross,Male,24,Tablet,Kolkata,Accessories,Morning,Net Banking,2024-10-18,Friday,14619.45,4709.66,No
ORD00595,Michael Baker,Female,56,Laptop,Bangalore,Books,Evening,Debit Card,2023-11-13,Monday,12478.65,3411.4,No
ORD00596,Ryan Rodriguez,Female,29,Tablet,Mumbai,Accessories,Evening,Debit Card,2025-02-26,Wednesday,530.83,32.27,Yes
ORD00597,Mrs. Kim Kennedy,Male,57,Laptop,Hyderabad,Electronics,Evening,UPI,2024-12-25,Wednesday,11428.1,3849.86,Yes
ORD00598,Diana Anderson,Male,36,Laptop,Pune,Electronics,Evening,UPI,2024-11-03,Sunday,10380.45,2032.14,Yes
ORD00599,Sarah Grimes,Male,39,Laptop,Hyderabad,Accessories,Morning,Debit Card,2023-10-16,Monday,4283.3,1821.35,No
ORD00600,Jennifer Smith,Female,20,Tablet,Mumbai,Home Decor,Afternoon,Net Banking,2025-06-11,Wednesday,17895.14,5218.86,No
ORD00601,Jeremy Jackson,Female,44,Tablet,Delhi,Books,Evening,Cash on Delivery,2025-05-04,Sunday,14636.8,2809.92,Yes
ORD00602,Penny Bishop,Male,54,Tablet,Bangalore,Footwear,Morning,Debit Card,2024-10-25,Friday,5968.97,382.18,No
ORD00603,Ashley Anderson,Male,54,Tablet,Hyderabad,Clothing,Morning,UPI,2024-12-19,Thursday,14252.69,2729.74,Yes
ORD00604,Ashley Farmer,Female,44,Mobile,Hyderabad,Clothing,Evening,Net Banking,2024-06-15,Saturday,16674.42,3104.49,No
ORD00605,Anthony Smith,Male,25,Laptop,Pune,Electronics,Afternoon,Credit Card,2024-05-22,Wednesday,9153.59,560.39,No
ORD00606,Deanna Bailey,Male,30,Laptop,Hyderabad,Accessories,Evening,UPI,2025-05-31,Saturday,3294.25,1457.08,Yes
ORD00607,Brian Paul,Male,20,Laptop,Hyderabad,Accessories,Morning,Credit Card,2023-07-30,Sunday,6564.14,458.27,Yes
ORD00608,Stephanie Rose,Female,47,Mobile,Delhi,Books,Evening,Credit Card,2024-09-22,Sunday,11762.42,2240.32,Yes
ORD00609,Morgan Carter,Female,30,Mobile,Bangalore,Footwear,Evening,Net Banking,2024-01-26,Friday,13586.92,2346.38,Yes
ORD00610,Victoria Ford,Female,25,Mobile,Chennai,Books,Morning,Debit Card,2024-09-20,Friday,11079.31,3292.93,No
ORD00611,Brent Kirk,Male,36,Tablet,Mumbai,Clothing,Morning,UPI,2023-10-10,Tuesday,12458.63,2522.03,No
ORD00612,Heather Knight,Male,26,Mobile,Hyderabad,Accessories,Morning,Credit Card,2024-02-16,Friday,7980.19,708.27,No
ORD00613,Angela Nixon,Male,56,Tablet,Kolkata,Accessories,Night,Cash on Delivery,2023-10-07,Saturday,7434.67,1483.58,Yes
ORD00614,Zachary Franklin DDS,Male,47,Tablet,Mumbai,Electronics,Night,Credit Card,2024-02-09,Friday,9383.89,3359.57,No
ORD00615,Carol Burgess,Female,32,Mobile,Mumbai,Books,Evening,UPI,2024-07-25,Thursday,8145.5,2971.69,No
ORD00616,Melissa Johnson,Female,47,Laptop,Delhi,Electronics,Night,Credit Card,2025-02-15,Saturday,7353.1,1893.86,Yes
ORD00617,Jonathan Lee,Female,40,Tablet,Chennai,Clothing,Morning,Net Banking,2025-06-24,Tuesday,16442.28,6717.35,No
ORD00618,Brittany Tucker,Male,37,Tablet,Hyderabad,Home Decor,Night,Debit Card,2024-01-18,Thursday,12607.06,3738.96,No
ORD00619,Joseph Valdez,Female,22,Laptop,Mumbai,Accessories,Night,Net Banking,2025-06-15,Sunday,11560.62,2358.26,Yes
ORD00620,Donna Martinez,Male,60,Tablet,Delhi,Accessories,Night,Credit Card,2024-07-03,Wednesday,12047.18,3111.89,Yes
ORD00621,Stephanie Garcia,Female,29,Laptop,Hyderabad,Electronics,Morning,Cash on Delivery,2023-09-11,Monday,15541.2,3426.99,No
ORD00622,Tony Pruitt,Male,23,Mobile,Pune,Clothing,Morning,Debit Card,2024-09-25,Wednesday,13387.19,3398.18,No
ORD00623,Kimberly Williams,Female,57,Tablet,Hyderabad,Clothing,Afternoon,UPI,2024-08-15,Thursday,6344.84,2585.24,No
ORD00624,Rebecca Thomas,Female,40,Mobile,Chennai,Electronics,Night,Debit Card,2024-08-03,Saturday,17123.85,1337.11,Yes
ORD00625,Brandon Perkins,Male,53,Laptop,Delhi,Footwear,Morning,Debit Card,2023-08-23,Wednesday,8918.45,2814.43,No
ORD00626,Allison Cruz,Female,43,Laptop,Hyderabad,Books,Afternoon,Debit Card,2023-11-12,Sunday,9759.99,1314.69,No
ORD00627,Christopher Ramirez,Female,44,Mobile,Bangalore,Accessories,Afternoon,Debit Card,2024-03-08,Friday,726.25,248.21,Yes
ORD00628,Barbara Byrd,Female,60,Laptop,Mumbai,Electronics,Afternoon,Net Banking,2024-06-18,Tuesday,17272.98,7809.32,No
ORD00629,Mallory Gomez,Male,47,Tablet,Hyderabad,Books,Night,Net Banking,2024-12-30,Monday,7428.49,992.49,Yes
ORD00630,Yesenia Hess,Female,33,Tablet,Chennai,Footwear,Night,Cash on Delivery,2024-12-18,Wednesday,11738.87,763.71,Yes
ORD00631,Patrick Rogers MD,Female,41,Mobile,Chennai,Home Decor,Morning,Debit Card,2025-03-31,Monday,14738.62,4228.27,No
ORD00632,Albert Harper,Female,51,Mobile,Chennai,Books,Morning,Debit Card,2024-11-02,Saturday,9712.81,3727.38,Yes
ORD00633,John Perez,Female,57,Mobile,Bangalore,Books,Morning,Net Banking,2024-01-04,Thursday,9353.68,4281.41,No
ORD00634,Randy Montgomery,Female,40,Laptop,Bangalore,Clothing,Morning,Cash on Delivery,2024-02-24,Saturday,15113.79,5699.97,No
ORD00635,Brandi Santiago,Male,58,Laptop,Chennai,Clothing,Morning,UPI,2025-03-14,Friday,16273.47,5385.59,No
ORD00636,Gregory Bailey,Female,23,Mobile,Chennai,Electronics,Evening,UPI,2023-11-09,Thursday,3084.51,544.22,No
ORD00637,Cynthia Morales,Male,25,Tablet,Mumbai,Books,Afternoon,Net Banking,2025-05-13,Tuesday,7710.45,994.11,Yes
ORD00638,April Faulkner,Female,29,Tablet,Pune,Electronics,Evening,Credit Card,2023-08-18,Friday,19363.24,6157.41,Yes
ORD00639,Julie Wolfe,Female,44,Laptop,Mumbai,Accessories,Night,Debit Card,2025-02-03,Monday,4611.71,1754.58,No
ORD00640,Terry Prince,Male,59,Laptop,Pune,Electronics,Morning,Debit Card,2025-03-31,Monday,9548.29,2523.65,No
ORD00641,Anne Dougherty DDS,Male,42,Tablet,Kolkata,Home Decor,Night,UPI,2025-04-07,Monday,3330.42,1470.8,Yes
ORD00642,Miss Teresa Martinez DVM,Female,46,Laptop,Kolkata,Footwear,Morning,Credit Card,2025-04-24,Thursday,18395.39,6196.32,No
ORD00643,Kristi Neal,Female,39,Laptop,Bangalore,Electronics,Evening,Cash on Delivery,2025-07-11,Friday,8127.5,3234.08,Yes
ORD00644,John Cobb,Male,51,Laptop,Kolkata,Accessories,Afternoon,UPI,2023-08-09,Wednesday,11178.44,3943.32,Yes
ORD00645,Derrick Edwards,Male,44,Mobile,Chennai,Electronics,Night,UPI,2024-10-21,Monday,4778.62,848.13,Yes
ORD00646,Allison Schroeder,Male,19,Tablet,Delhi,Electronics,Afternoon,Cash on Delivery,2024-06-23,Sunday,12942.62,4771.09,Yes
ORD00647,Ryan Martin,Male,56,Mobile,Hyderabad,Accessories,Afternoon,Credit Card,2025-06-10,Tuesday,14065.25,2306.72,No
ORD00648,Stacy Baker,Male,58,Laptop,Bangalore,Home Decor,Evening,UPI,2025-01-17,Friday,3658.34,304.73,Yes
ORD00649,Julie Coleman,Female,42,Laptop,Delhi,Footwear,Evening,Debit Card,2024-09-28,Saturday,9091.21,2466.22,Yes
ORD00650,Melissa Mendez,Female,29,Tablet,Hyderabad,Electronics,Afternoon,Cash on Delivery,2024-03-04,Monday,15489.79,2296.73,Yes
ORD00651,Kevin Leach,Female,34,Mobile,Delhi,Electronics,Morning,Cash on Delivery,2025-01-13,Monday,14687.13,5871.28,Yes
ORD00652,April Anderson,Female,27,Tablet,Kolkata,Electronics,Morning,Net Banking,2024-02-14,Wednesday,5695.51,2079.0,No
ORD00653,Timothy Rios,Male,50,Tablet,Pune,Home Decor,Night,Net Banking,2023-10-03,Tuesday,8376.3,3162.01,Yes
ORD00654,Patrick Taylor,Male,18,Laptop,Kolkata,Home Decor,Morning,Cash on Delivery,2023-10-07,Saturday,10938.43,5427.87,No
ORD00655,Sharon Gallagher,Female,43,Mobile,Kolkata,Accessories,Morning,UPI,2025-05-17,Saturday,10925.21,5270.5,Yes
ORD00656,Karen Villanueva,Female,36,Tablet,Mumbai,Clothing,Morning,Net Banking,2025-03-18,Tuesday,13384.31,2469.29,No
ORD00657,Amy Murray,Male,58,Tablet,Bangalore,Home Decor,Morning,Net Banking,2024-12-11,Wednesday,14838.82,1676.41,Yes
ORD00658,Samuel Patel,Male,55,Mobile,Hyderabad,Home Decor,Morning,Cash on Delivery,2024-09-17,Tuesday,13046.45,3585.92,No
ORD00659,Donna Gonzalez,Male,20,Laptop,Delhi,Footwear,Morning,Net Banking,2023-11-12,Sunday,2804.65,1158.87,No
ORD00660,Dr. Edward Price,Male,55,Mobile,Delhi,Electronics,Afternoon,Net Banking,2025-05-18,Sunday,13249.71,3472.07,Yes
ORD00661,Bobby Pittman,Male,59,Mobile,Delhi,Clothing,Morning,UPI,2024-01-28,Sunday,16504.41,1547.81,Yes
ORD00662,John Dickson,Male,24,Mobile,Hyderabad,Books,Afternoon,Credit Card,2025-05-12,Monday,16186.84,3913.9,No
ORD00663,Tara Campbell,Female,25,Tablet,Chennai,Books,Afternoon,UPI,2023-10-28,Saturday,16810.33,6840.05,Yes
ORD00664,Kevin Roberts,Male,39,Mobile,Delhi,Footwear,Afternoon,Net Banking,2024-04-03,Wednesday,3776.99,817.59,Yes
ORD00665,Frank Dean,Female,33,Tablet,Delhi,Clothing,Morning,Cash on Delivery,2023-10-26,Thursday,7834.56,947.9,No
ORD00666,Brooke Jones,Male,18,Mobile,Mumbai,Electronics,Evening,Net Banking,2025-04-03,Thursday,14023.32,5700.6,No
ORD00667,Sandra Lewis,Male,31,Mobile,Kolkata,Footwear,Night,Net Banking,2025-05-22,Thursday,5165.45,664.0,Yes
ORD00668,Joan Martinez,Male,49,Tablet,Delhi,Accessories,Evening,UPI,2024-07-04,Thursday,8666.32,2608.3,Yes
ORD00669,Erica Craig,Male,51,Mobile,Chennai,Footwear,Afternoon,Net Banking,2024-01-03,Wednesday,15521.46,5381.25,No
ORD00670,Jessica Nguyen,Male,30,Mobile,Pune,Clothing,Night,Net Banking,2023-07-25,Tuesday,3938.31,1384.57,Yes
ORD00671,Stephanie Cross,Male,59,Laptop,Bangalore,Clothing,Night,UPI,2024-08-05,Monday,7018.75,2893.97,No
ORD00672,Melanie Brown MD,Male,24,Tablet,Delhi,Books,Afternoon,Debit Card,2025-05-27,Tuesday,15817.09,4243.37,Yes
ORD00673,Kelly Taylor,Male,33,Tablet,Hyderabad,Books,Evening,Net Banking,2025-06-13,Friday,4375.65,1551.53,No
ORD00674,Ann Fox,Male,25,Laptop,Mumbai,Electronics,Afternoon,Net Banking,2025-01-29,Wednesday,17462.78,3824.17,Yes
ORD00675,Randall Myers,Male,48,Tablet,Hyderabad,Electronics,Night,Debit Card,2024-08-31,Saturday,4715.22,1528.89,Yes
ORD00676,Angela Choi,Female,41,Mobile,Hyderabad,Accessories,Afternoon,UPI,2024-06-30,Sunday,19523.34,2752.69,Yes
ORD00677,Kelly Sharp,Male,54,Mobile,Bangalore,Clothing,Morning,Net Banking,2025-01-17,Friday,9442.29,1199.55,No
ORD00678,Linda Bentley,Male,36,Tablet,Mumbai,Accessories,Afternoon,Cash on Delivery,2025-04-07,Monday,19417.65,8441.86,Yes
ORD00679,Michael Fernandez,Female,51,Laptop,Pune,Clothing,Night,Net Banking,2025-07-08,Tuesday,5943.83,2249.79,Yes
ORD00680,Grant Thomas,Male,38,Laptop,Chennai,Clothing,Afternoon,Cash on Delivery,2024-06-20,Thursday,18015.91,4287.74,Yes
ORD00681,Molly Lane,Male,48,Tablet,Pune,Books,Morning,Net Banking,2025-01-12,Sunday,10856.87,2884.36,Yes
ORD00682,Anne Webb,Female,49,Mobile,Delhi,Books,Morning,Net Banking,2025-03-22,Saturday,19023.71,2087.29,No
ORD00683,Alicia Walker,Male,59,Mobile,Delhi,Home Decor,Evening,Debit Card,2025-01-21,Tuesday,14214.44,6198.42,Yes
ORD00684,Stephanie Mendez,Female,47,Mobile,Pune,Accessories,Night,Debit Card,2025-07-10,Thursday,15902.24,3445.84,No
ORD00685,Shawn Olsen,Male,58,Mobile,Hyderabad,Accessories,Evening,Cash on Delivery,2024-11-28,Thursday,1137.93,274.99,No
ORD00686,Michael Hunt,Male,23,Tablet,Bangalore,Accessories,Morning,Cash on Delivery,2024-02-21,Wednesday,18933.78,6694.87,Yes
ORD00687,Phillip Hines,Male,42,Laptop,Hyderabad,Books,Morning,UPI,2023-12-17,Sunday,7645.44,2612.28,Yes
ORD00688,Amanda Zavala,Male,26,Laptop,Mumbai,Books,Morning,Net Banking,2025-04-01,Tuesday,14878.91,5780.82,Yes
ORD00689,Michelle Scott,Male,38,Laptop,Bangalore,Books,Night,UPI,2025-06-05,Thursday,1561.97,340.14,No
ORD00690,Bryce Peterson,Female,50,Tablet,Pune,Electronics,Night,Cash on Delivery,2025-02-24,Monday,13727.01,3977.88,No
ORD00691,Patrick Kelly,Female,57,Laptop,Pune,Accessories,Morning,Debit Card,2024-02-13,Tuesday,17892.11,4581.16,Yes
ORD00692,Anna Bennett,Female,29,Laptop,Delhi,Electronics,Afternoon,UPI,2024-10-15,Tuesday,2684.48,312.95,Yes
ORD00693,Marisa Payne MD,Male,51,Tablet,Delhi,Footwear,Night,Cash on Delivery,2025-03-16,Sunday,18668.57,4914.64,No
ORD00694,Sandy Craig,Female,59,Mobile,Bangalore,Clothing,Morning,Credit Card,2023-12-10,Sunday,17499.98,2704.58,No
ORD00695,Benjamin Harris,Female,55,Laptop,Kolkata,Accessories,Evening,Net Banking,2024-08-21,Wednesday,12070.47,4388.69,No
ORD00696,Joseph Mcintyre,Female,37,Tablet,Mumbai,Footwear,Afternoon,UPI,2024-07-16,Tuesday,4922.25,1069.88,No
ORD00697,Mary Carter,Male,27,Laptop,Bangalore,Home Decor,Afternoon,Cash on Delivery,2024-08-08,Thursday,18520.57,6858.45,No
ORD00698,Cheryl Hahn,Male,29,Tablet,Kolkata,Accessories,Afternoon,Debit Card,2023-09-10,Sunday,5139.15,352.13,No
ORD00699,Ebony Morrow,Male,46,Laptop,Bangalore,Clothing,Afternoon,Cash on Delivery,2024-09-23,Monday,14289.12,4994.03,No
ORD00700,Tara Willis,Male,41,Laptop,Chennai,Clothing,Evening,Credit Card,2024-10-03,Thursday,18448.46,4281.02,No
ORD00701,Patrick Gonzales,Male,47,Laptop,Mumbai,Electronics,Evening,UPI,2023-07-28,Friday,9741.26,1757.54,Yes
ORD00702,Chad Gomez,Female,39,Tablet,Delhi,Accessories,Night,Credit Card,2023-10-08,Sunday,3218.75,958.97,No
ORD00703,Amanda Chavez,Male,43,Tablet,Pune,Clothing,Night,UPI,2025-02-14,Friday,2303.38,172.21,Yes
ORD00704,Larry Perez,Male,35,Mobile,Delhi,Electronics,Night,Credit Card,2024-09-20,Friday,19528.87,4442.63,No
ORD00705,Rebecca Meyers,Female,56,Tablet,Chennai,Electronics,Evening,Net Banking,2024-03-03,Sunday,3384.95,1469.79,No
ORD00706,Morgan Diaz,Female,41,Mobile,Bangalore,Footwear,Evening,UPI,2024-10-04,Friday,19561.71,8674.36,Yes
ORD00707,Ms. Danielle Smith,Male,46,Tablet,Hyderabad,Home Decor,Evening,Debit Card,2025-04-08,Tuesday,16210.62,7889.1,No
ORD00708,Lawrence Smith,Female,26,Tablet,Chennai,Electronics,Afternoon,Debit Card,2024-02-11,Sunday,6413.01,3172.98,No
ORD00709,Kelly Hoffman,Male,55,Laptop,Delhi,Electronics,Night,UPI,2024-02-14,Wednesday,8583.02,2575.9,Yes
ORD00710,Calvin Williams,Male,29,Laptop,Bangalore,Books,Night,Credit Card,2024-06-09,Sunday,16544.58,3075.58,No
ORD00711,David Rodriguez,Female,53,Tablet,Hyderabad,Clothing,Morning,Credit Card,2024-09-02,Monday,3503.47,648.41,No
ORD00712,Tiffany Baird,Male,59,Tablet,Bangalore,Home Decor,Afternoon,Net Banking,2025-03-25,Tuesday,18182.47,6184.83,Yes
ORD00713,Stephen Harrison,Male,35,Laptop,Delhi,Books,Evening,Cash on Delivery,2025-02-22,Saturday,9869.48,2430.17,No
ORD00714,Veronica Vaughn,Female,25,Laptop,Chennai,Accessories,Morning,UPI,2025-04-09,Wednesday,3675.52,280.55,No
ORD00715,Alexandra Brooks,Female,26,Laptop,Mumbai,Electronics,Evening,UPI,2025-01-18,Saturday,8680.52,3996.92,No
ORD00716,Gabrielle Martinez,Male,36,Laptop,Chennai,Accessories,Morning,Cash on Delivery,2025-04-11,Friday,4279.39,1423.38,Yes
ORD00717,Mark Harris,Male,52,Laptop,Pune,Footwear,Evening,UPI,2025-06-09,Monday,13866.15,4988.43,Yes
