Order ID,Customer Name,Gender,Age,Device used,City,Product Category,Purchase time,Payment mode,Order Date,Order Day,Amount spent by per user,Discount,Return item,Total Amount
ORD01210,Morgan Perry,Male,33,Tablet,Bangalore,Footwear,Night,Credit Card,2024-07-23,Tuesday,12503.17,2660.21,No,9842.96
ORD01211,Scott Ryan,Male,25,Laptop,Chennai,Accessories,Evening,UPI,2024-06-18,Tuesday,17028.06,4252.14,Yes,12775.920000000002
ORD01212,Madison Bass,Female,18,Laptop,Delhi,Footwear,Night,Cash on Delivery,2024-12-14,Saturday,4747.93,362.57,Yes,4385.360000000001
ORD01213,Carrie Wright,Female,57,Tablet,Bangalore,Electronics,Night,Debit Card,2023-08-27,Sunday,5531.14,2234.75,No,3296.3900000000003
ORD01214,Brian Horne,Female,26,Mobile,Kolkata,Clothing,Afternoon,Cash on Delivery,2024-02-15,Thursday,13291.57,2056.24,Yes,11235.33
ORD01215,Brittany Johnson,Male,50,Laptop,Chennai,Footwear,Morning,Cash on Delivery,2024-03-15,Friday,14488.48,1120.91,No,13367.57
ORD01216,Johnny Sullivan,Female,19,Tablet,Pune,Footwear,Morning,Cash on Delivery,2024-05-07,Tuesday,5076.59,503.21,No,4573.38
ORD01217,Julie Jackson,Male,50,Mobile,Mumbai,Clothing,Evening,Cash on Delivery,2024-09-18,Wednesday,7741.51,3253.07,No,4488.4400000000005
ORD01218,Jennifer Perez,Male,59,Laptop,Bangalore,Clothing,Morning,UPI,2023-12-12,Tuesday,12335.85,2616.79,No,9719.060000000001
ORD01219,Jeffrey James,Female,48,Laptop,Chennai,Electronics,Afternoon,UPI,2023-08-07,Monday,1369.91,641.99,Yes,727.9200000000001
ORD01220,Jacqueline Carter,Male,56,Mobile,Pune,Footwear,Evening,Debit Card,2024-12-29,Sunday,7887.37,2462.51,Yes,5424.86
ORD01221,Crystal Clements,Female,59,Mobile,Delhi,Clothing,Night,Cash on Delivery,2024-07-22,Monday,14794.39,6382.56,Yes,8411.829999999998
ORD01222,William Johnston,Female,60,Tablet,Chennai,Home Decor,Evening,UPI,2024-01-29,Monday,4302.96,1329.01,Yes,2973.95
ORD01223,Shawn Padilla,Female,33,Laptop,Mumbai,Home Decor,Evening,Credit Card,2024-04-19,Friday,14014.93,3507.28,No,10507.65
ORD01224,Zachary Schmidt,Female,23,Laptop,Chennai,Books,Morning,UPI,2025-03-13,Thursday,13239.93,4267.87,No,8972.060000000001
ORD01225,Christopher Valencia,Female,32,Tablet,Pune,Clothing,Afternoon,Net Banking,2025-01-29,Wednesday,13645.05,4771.08,No,8873.97
ORD01226,Sierra Day,Female,39,Laptop,Delhi,Electronics,Night,Net Banking,2024-10-05,Saturday,10348.01,1208.43,No,9139.58
ORD01227,Jacob Brooks,Male,29,Laptop,Delhi,Clothing,Morning,Net Banking,2024-09-23,Monday,5635.83,1688.27,No,3947.56
ORD01228,Michele Smith,Male,26,Mobile,Pune,Home Decor,Morning,Debit Card,2025-04-27,Sunday,19803.7,2169.89,No,17633.81
ORD01229,Eric Rodriguez Jr.,Female,40,Mobile,Hyderabad,Accessories,Afternoon,UPI,2024-06-21,Friday,2821.08,1280.32,No,1540.76
ORD01230,Tyler Ball,Male,20,Mobile,Kolkata,Footwear,Night,Net Banking,2024-12-24,Tuesday,12801.22,4906.89,No,7894.329999999999
ORD01231,Matthew Martin,Female,48,Tablet,Mumbai,Accessories,Afternoon,Cash on Delivery,2023-09-15,Friday,18368.67,8660.45,Yes,9708.219999999998
ORD01232,Samuel Pierce,Male,18,Tablet,Chennai,Footwear,Night,Net Banking,2024-05-26,Sunday,6748.52,874.1,No,5874.42
ORD01233,Elizabeth Mcmahon,Male,32,Laptop,Hyderabad,Footwear,Morning,Cash on Delivery,2024-01-19,Friday,10594.71,3033.66,No,7561.049999999999
ORD01234,Collin Walker,Female,38,Laptop,Bangalore,Clothing,Afternoon,Credit Card,2024-08-11,Sunday,16372.75,6231.17,Yes,10141.58
ORD01235,Kerry Gonzalez,Female,51,Laptop,Chennai,Books,Evening,Credit Card,2024-12-07,Saturday,7273.24,905.64,No,6367.599999999999
ORD01236,Caitlin Day,Female,49,Laptop,Mumbai,Clothing,Evening,UPI,2024-01-22,Monday,19781.71,7696.29,Yes,12085.419999999998
ORD01237,Kelly Foster,Female,27,Mobile,Mumbai,Books,Afternoon,Credit Card,2025-05-09,Friday,12168.64,826.07,Yes,11342.57
ORD01238,Stacey Jones,Male,49,Mobile,Bangalore,Clothing,Evening,Cash on Delivery,2025-06-14,Saturday,8816.8,2205.71,Yes,6611.089999999999
ORD01239,Cynthia Mcintosh,Female,36,Mobile,Kolkata,Accessories,Morning,Net Banking,2023-09-16,Saturday,17833.16,4850.0,Yes,12983.16
ORD01240,Dawn Robertson,Male,35,Tablet,Kolkata,Electronics,Evening,Credit Card,2024-12-13,Friday,15013.41,2253.49,Yes,12759.92
ORD01241,Kyle Hamilton,Female,28,Tablet,Bangalore,Footwear,Night,Cash on Delivery,2025-01-19,Sunday,13605.59,1133.89,No,12471.7
ORD01242,Brandon Brown,Male,45,Mobile,Kolkata,Books,Evening,Debit Card,2024-03-14,Thursday,16907.91,5875.65,Yes,11032.26
ORD01243,Scott Rowe,Male,33,Mobile,Chennai,Home Decor,Afternoon,Debit Card,2023-07-23,Sunday,5673.08,670.25,Yes,5002.83
ORD01244,Benjamin Larsen,Female,36,Mobile,Mumbai,Accessories,Morning,Cash on Delivery,2024-12-29,Sunday,17214.56,6666.35,Yes,10548.210000000001
ORD01245,Joseph Barrera,Female,22,Laptop,Chennai,Books,Afternoon,Debit Card,2025-07-15,Tuesday,1256.85,451.95,No,804.8999999999999
ORD01246,Devin Orozco,Male,58,Laptop,Hyderabad,Books,Afternoon,UPI,2024-06-05,Wednesday,16893.49,7496.78,No,9396.710000000003
ORD01247,Madison Gates,Female,58,Laptop,Chennai,Footwear,Night,UPI,2024-08-05,Monday,2382.4,239.59,No,2142.81
ORD01248,Tonya Bell,Female,46,Laptop,Mumbai,Accessories,Night,Credit Card,2024-11-06,Wednesday,3935.79,1890.53,Yes,2045.26
ORD01249,Kevin Hill,Female,43,Tablet,Mumbai,Home Decor,Night,Cash on Delivery,2024-08-23,Friday,8534.06,1328.64,No,7205.419999999999
ORD01250,John Patton,Female,50,Mobile,Pune,Home Decor,Morning,Cash on Delivery,2024-11-19,Tuesday,15550.07,2608.09,No,12941.98
ORD01251,Daniel Buck,Female,43,Laptop,Hyderabad,Home Decor,Evening,Credit Card,2024-02-20,Tuesday,5732.19,2164.96,No,3567.2299999999996
ORD01252,Michael Berg,Male,37,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2023-12-10,Sunday,4520.92,1498.14,No,3022.7799999999997
ORD01253,Angela Davis,Male,56,Tablet,Delhi,Accessories,Morning,Net Banking,2024-01-15,Monday,2259.93,829.69,No,1430.2399999999998
ORD01254,Stephanie Watson,Male,59,Mobile,Chennai,Clothing,Evening,Cash on Delivery,2025-03-28,Friday,4369.58,527.18,No,3842.4
ORD01255,Amanda Macias,Male,36,Mobile,Bangalore,Footwear,Night,Debit Card,2024-07-26,Friday,11282.55,1826.83,Yes,9455.72
ORD01256,Randy White,Male,19,Tablet,Delhi,Books,Night,Net Banking,2024-07-31,Wednesday,1324.56,234.96,Yes,1089.6
ORD01257,Christine Jones,Male,58,Tablet,Mumbai,Electronics,Evening,Credit Card,2024-01-12,Friday,16353.42,3598.33,No,12755.09
ORD01258,Matthew Edwards,Male,35,Mobile,Delhi,Electronics,Night,Credit Card,2025-01-01,Wednesday,787.46,333.58,Yes,453.88000000000005
ORD01259,Mason Jones,Male,55,Laptop,Mumbai,Books,Evening,UPI,2024-03-25,Monday,8790.48,3380.53,No,5409.949999999999
ORD01260,Marcus Gonzalez,Female,47,Mobile,Delhi,Footwear,Night,Net Banking,2023-11-26,Sunday,6179.15,567.73,No,5611.42
ORD01261,Nicholas Moore,Female,48,Laptop,Kolkata,Books,Afternoon,Net Banking,2025-06-16,Monday,835.64,228.69,No,606.95
ORD01262,Shari Douglas,Female,52,Tablet,Delhi,Home Decor,Afternoon,Cash on Delivery,2025-04-04,Friday,19516.22,4465.45,Yes,15050.77
ORD01263,Scott Holloway,Female,41,Laptop,Chennai,Electronics,Evening,UPI,2024-10-16,Wednesday,3303.54,1101.6,Yes,2201.94
ORD01264,Chad Sheppard,Male,53,Mobile,Mumbai,Home Decor,Afternoon,Credit Card,2023-10-29,Sunday,3255.95,1066.06,No,2189.89
ORD01265,Robert Mccullough MD,Male,21,Laptop,Bangalore,Home Decor,Evening,UPI,2024-04-14,Sunday,16769.31,1113.97,No,15655.340000000002
ORD01266,Donald Johnson,Male,35,Tablet,Mumbai,Books,Night,Cash on Delivery,2023-11-13,Monday,10246.4,4936.35,Yes,5310.049999999999
ORD01267,Emily Allison,Female,47,Tablet,Hyderabad,Books,Morning,Credit Card,2023-11-18,Saturday,8801.19,747.02,Yes,8054.17
ORD01268,James Smith,Male,28,Tablet,Kolkata,Electronics,Afternoon,Debit Card,2024-10-27,Sunday,9033.22,4402.45,Yes,4630.7699999999995
ORD01269,Stephanie Cantu,Female,49,Mobile,Kolkata,Books,Night,Debit Card,2024-04-19,Friday,15105.37,4474.03,No,10631.34
ORD01270,Lisa Rice,Male,36,Mobile,Hyderabad,Footwear,Evening,Cash on Delivery,2024-03-12,Tuesday,6786.53,3055.94,Yes,3730.5899999999997
ORD01271,Mark Lopez,Male,36,Tablet,Kolkata,Clothing,Evening,Cash on Delivery,2024-04-08,Monday,12288.1,3225.01,Yes,9063.09
ORD01272,Mark Branch,Female,26,Mobile,Chennai,Accessories,Night,Credit Card,2025-05-25,Sunday,6694.92,874.7,No,5820.22
ORD01273,Richard Walters,Male,18,Laptop,Kolkata,Clothing,Afternoon,Credit Card,2024-01-24,Wednesday,10985.76,2185.79,Yes,8799.970000000001
ORD01274,Brandon Cortez,Female,56,Mobile,Delhi,Footwear,Afternoon,UPI,2024-09-08,Sunday,12762.02,5966.83,No,6795.1900000000005
ORD01275,Mr. Ryan Jackson DDS,Female,45,Tablet,Kolkata,Footwear,Evening,Cash on Delivery,2025-04-01,Tuesday,15456.28,7271.23,Yes,8185.050000000001
ORD01276,Kristen Young,Male,55,Mobile,Delhi,Accessories,Afternoon,UPI,2024-04-04,Thursday,3977.34,1207.71,Yes,2769.63
ORD01277,Emily Oconnor,Female,39,Tablet,Pune,Books,Evening,Cash on Delivery,2024-12-21,Saturday,13535.69,3560.33,Yes,9975.36
ORD01278,Julie Kelley,Male,32,Mobile,Delhi,Books,Afternoon,Debit Card,2025-02-18,Tuesday,3713.96,1647.42,No,2066.54
ORD01279,Sean Contreras,Male,21,Mobile,Chennai,Home Decor,Night,Net Banking,2024-12-29,Sunday,6878.24,1892.68,Yes,4985.5599999999995
ORD01280,Morgan Nguyen,Male,53,Laptop,Hyderabad,Home Decor,Night,UPI,2024-08-29,Thursday,6579.36,1874.42,Yes,4704.94
ORD01281,Donald Rivera,Male,28,Tablet,Pune,Footwear,Afternoon,Net Banking,2023-11-26,Sunday,11429.47,3092.15,No,8337.32
ORD01282,Rachel Weaver,Male,53,Laptop,Kolkata,Footwear,Afternoon,Credit Card,2024-10-14,Monday,17389.7,7563.09,No,9826.61
ORD01283,Christina Hart,Female,31,Tablet,Chennai,Clothing,Night,UPI,2025-06-05,Thursday,3990.61,1542.1,Yes,2448.51
ORD01284,Danny Huffman,Male,46,Laptop,Chennai,Clothing,Morning,Cash on Delivery,2024-04-24,Wednesday,6552.62,605.13,No,5947.49
ORD01285,Mr. Cody Singh MD,Female,50,Mobile,Chennai,Footwear,Morning,UPI,2024-01-19,Friday,13012.64,2982.92,No,10029.72
ORD01286,Jennifer Cook,Female,58,Mobile,Chennai,Electronics,Night,Cash on Delivery,2024-05-25,Saturday,12828.68,3471.89,No,9356.79
ORD01287,Shawn Wilkinson,Male,20,Laptop,Delhi,Books,Afternoon,Debit Card,2023-08-03,Thursday,17482.81,1909.85,No,15572.960000000001
ORD01288,Megan Alexander,Male,21,Laptop,Kolkata,Accessories,Morning,UPI,2024-12-12,Thursday,2400.77,707.84,Yes,1692.9299999999998
ORD01289,Wesley Cunningham,Male,39,Tablet,Pune,Footwear,Afternoon,Cash on Delivery,2024-10-29,Tuesday,14581.64,3132.36,Yes,11449.279999999999
ORD01290,Tony Weaver,Female,44,Tablet,Kolkata,Electronics,Morning,Debit Card,2023-09-15,Friday,16588.43,4573.21,No,12015.220000000001
ORD01291,Lindsay Phillips,Male,29,Laptop,Delhi,Footwear,Afternoon,Cash on Delivery,2024-01-13,Saturday,8480.4,2848.44,Yes,5631.959999999999
ORD01292,Donna Davis,Female,35,Tablet,Bangalore,Electronics,Evening,Net Banking,2024-11-04,Monday,11579.38,4207.15,No,7372.23
ORD01293,Jennifer Moore,Male,25,Mobile,Mumbai,Accessories,Morning,Debit Card,2024-04-30,Tuesday,6691.28,2221.38,Yes,4469.9
ORD01294,Ronald Holmes,Male,18,Mobile,Kolkata,Footwear,Night,Credit Card,2025-05-16,Friday,17605.37,8352.99,No,9252.38
ORD01295,Brian Hays PhD,Male,26,Laptop,Delhi,Home Decor,Evening,Debit Card,2023-11-09,Thursday,5939.79,1807.29,No,4132.5
ORD01296,Heather Edwards,Male,30,Laptop,Mumbai,Clothing,Evening,UPI,2024-09-04,Wednesday,14102.38,2383.94,No,11718.439999999999
ORD01297,David Bush,Female,55,Laptop,Bangalore,Accessories,Night,Debit Card,2024-09-23,Monday,1216.26,517.67,No,698.59
ORD01298,Michael Woodward,Male,52,Tablet,Mumbai,Accessories,Night,UPI,2024-11-03,Sunday,13097.16,4674.48,No,8422.68
ORD01299,Eric Choi,Male,39,Tablet,Chennai,Books,Evening,Credit Card,2024-06-07,Friday,10508.81,1521.94,Yes,8986.869999999999
ORD01300,Deanna Bailey,Female,34,Mobile,Delhi,Books,Afternoon,Net Banking,2024-06-02,Sunday,3226.4,1013.31,No,2213.09
ORD01301,Steven Smith,Female,60,Tablet,Delhi,Footwear,Morning,UPI,2024-09-18,Wednesday,17451.92,934.62,No,16517.3
ORD01302,Ricardo Adams,Female,39,Laptop,Kolkata,Electronics,Afternoon,UPI,2023-08-24,Thursday,6472.37,1683.32,Yes,4789.05
ORD01303,Denise Elliott,Male,46,Tablet,Hyderabad,Books,Night,Net Banking,2023-08-13,Sunday,9734.66,1553.8,No,8180.86
ORD01304,Tyler Solis,Female,48,Tablet,Hyderabad,Footwear,Morning,Debit Card,2025-05-24,Saturday,15381.87,7004.74,Yes,8377.130000000001
ORD01305,Alexis Villarreal,Female,45,Laptop,Chennai,Home Decor,Morning,Debit Card,2024-11-25,Monday,10487.98,4877.53,Yes,5610.45
ORD01306,Kimberly Robertson,Male,26,Tablet,Bangalore,Electronics,Morning,UPI,2025-04-04,Friday,15960.84,1814.07,No,14146.77
ORD01307,Rebecca Hooper,Female,43,Mobile,Hyderabad,Electronics,Afternoon,Debit Card,2023-12-06,Wednesday,17717.62,3287.98,Yes,14429.64
ORD01308,Dawn Martin,Male,33,Mobile,Hyderabad,Electronics,Afternoon,Debit Card,2025-02-23,Sunday,13851.91,5963.95,No,7887.96
ORD01309,Jade Moore,Male,48,Mobile,Bangalore,Electronics,Night,Cash on Delivery,2025-06-25,Wednesday,13892.34,5063.08,No,8829.26
ORD01310,Wesley Thomas,Female,47,Tablet,Mumbai,Electronics,Night,Debit Card,2025-07-13,Sunday,6707.96,3158.56,No,3549.4
ORD01311,Jared Jensen,Female,36,Tablet,Kolkata,Home Decor,Night,Cash on Delivery,2024-02-22,Thursday,1897.31,511.78,Yes,1385.53
ORD01312,Gregory Bailey,Male,56,Mobile,Pune,Clothing,Evening,UPI,2023-10-11,Wednesday,7127.09,2996.64,No,4130.450000000001
ORD01313,Carrie Scott,Male,59,Mobile,Mumbai,Home Decor,Afternoon,Credit Card,2024-10-26,Saturday,4619.03,1135.96,No,3483.0699999999997
ORD01314,Tiffany Wood,Female,59,Mobile,Hyderabad,Clothing,Evening,UPI,2024-12-26,Thursday,8042.9,3374.59,Yes,4668.3099999999995
ORD01315,Maria Zamora,Female,44,Mobile,Mumbai,Home Decor,Morning,Net Banking,2024-12-12,Thursday,16221.46,3338.85,Yes,12882.609999999999
ORD01316,Lisa Ramirez,Female,18,Mobile,Bangalore,Clothing,Night,Net Banking,2023-08-25,Friday,725.98,249.9,No,476.08000000000004
ORD01317,Erica Frederick,Female,21,Laptop,Hyderabad,Footwear,Morning,Cash on Delivery,2024-03-25,Monday,16238.94,7448.72,No,8790.220000000001
ORD01318,Mark Kemp,Female,39,Tablet,Bangalore,Electronics,Afternoon,Net Banking,2024-03-29,Friday,10868.38,2418.89,Yes,8449.49
ORD01319,Jimmy Spencer,Male,18,Laptop,Kolkata,Books,Evening,Debit Card,2024-11-05,Tuesday,10540.48,3441.83,No,7098.65
ORD01320,Anthony Waters,Female,21,Laptop,Bangalore,Electronics,Morning,Net Banking,2023-08-25,Friday,9474.89,687.24,No,8787.65
ORD01321,Samantha Villa,Female,45,Laptop,Kolkata,Footwear,Morning,Cash on Delivery,2025-05-13,Tuesday,5711.09,1039.18,No,4671.91
ORD01322,Donna Flores,Male,46,Laptop,Bangalore,Accessories,Morning,Cash on Delivery,2024-08-25,Sunday,2677.82,1015.85,No,1661.9700000000003
ORD01323,Margaret Tanner,Male,29,Mobile,Chennai,Electronics,Afternoon,Debit Card,2024-02-04,Sunday,12841.94,3133.37,No,9708.57
ORD01324,Jillian Johnston,Female,47,Tablet,Chennai,Clothing,Night,Credit Card,2024-02-12,Monday,1992.45,433.87,Yes,1558.58
ORD01325,Devin Reed,Male,42,Tablet,Kolkata,Electronics,Evening,UPI,2024-08-24,Saturday,8739.33,524.99,No,8214.34
ORD01326,Kenneth Miller,Male,45,Mobile,Pune,Clothing,Evening,UPI,2024-05-27,Monday,12503.84,3658.89,Yes,8844.95
ORD01327,Tracy Williams,Male,41,Tablet,Hyderabad,Clothing,Night,UPI,2023-08-08,Tuesday,15063.96,6029.18,No,9034.779999999999
ORD01328,Christopher Velasquez,Male,56,Laptop,Mumbai,Accessories,Evening,UPI,2024-04-24,Wednesday,598.5,85.71,No,512.79
ORD01329,Joshua Mendoza,Male,35,Laptop,Hyderabad,Books,Evening,Credit Card,2024-10-07,Monday,4815.81,279.96,No,4535.85
ORD01330,Emily Bradley,Male,22,Tablet,Bangalore,Accessories,Night,Cash on Delivery,2023-09-17,Sunday,8704.91,2766.89,No,5938.02
ORD01331,Richard Pham,Female,53,Mobile,Bangalore,Footwear,Evening,UPI,2025-05-04,Sunday,16541.26,1956.84,No,14584.419999999998
ORD01332,Sherry Riggs,Male,52,Tablet,Mumbai,Accessories,Night,UPI,2024-07-28,Sunday,8357.3,2902.61,Yes,5454.689999999999
ORD01333,Juan Frey,Female,53,Laptop,Delhi,Clothing,Evening,UPI,2025-06-14,Saturday,6190.55,1187.98,No,5002.57
ORD01334,Alisha Wilkins,Male,27,Tablet,Chennai,Clothing,Evening,Cash on Delivery,2024-01-31,Wednesday,8914.85,4440.68,Yes,4474.17
ORD01335,James Mitchell,Female,53,Tablet,Hyderabad,Clothing,Night,Cash on Delivery,2023-09-06,Wednesday,3068.1,991.62,Yes,2076.48
ORD01336,David Walker,Male,43,Mobile,Mumbai,Electronics,Evening,Debit Card,2024-10-21,Monday,17365.42,6860.97,No,10504.449999999997
ORD01337,Elizabeth Johnston,Female,40,Mobile,Hyderabad,Books,Evening,UPI,2024-01-08,Monday,15524.74,5179.43,No,10345.31
ORD01338,Alicia Douglas,Female,32,Laptop,Hyderabad,Home Decor,Evening,Net Banking,2024-01-14,Sunday,3560.87,1577.48,No,1983.3899999999999
ORD01339,Tammy Gordon,Female,18,Tablet,Pune,Footwear,Night,Debit Card,2024-10-31,Thursday,13825.36,1302.98,No,12522.380000000001
ORD01340,Tara Martinez,Female,44,Mobile,Kolkata,Electronics,Afternoon,Debit Card,2024-07-28,Sunday,12389.27,3425.79,Yes,8963.48
ORD01341,Kari Harding,Female,19,Laptop,Chennai,Clothing,Afternoon,Cash on Delivery,2024-04-11,Thursday,12697.15,4545.11,No,8152.04
ORD01342,Jonathan Abbott,Male,56,Tablet,Hyderabad,Books,Afternoon,Debit Card,2023-12-23,Saturday,9426.49,3538.49,Yes,5888.0
ORD01343,Vincent Lopez,Male,48,Tablet,Mumbai,Footwear,Afternoon,UPI,2023-07-26,Wednesday,1763.85,112.71,No,1651.1399999999999
ORD01344,Pamela Fernandez,Female,33,Tablet,Chennai,Home Decor,Afternoon,Debit Card,2023-12-29,Friday,19469.7,5356.05,Yes,14113.650000000001
ORD01345,Andrew Burns,Female,28,Mobile,Hyderabad,Accessories,Morning,Credit Card,2025-04-17,Thursday,15097.87,5388.59,No,9709.28
ORD01346,Julie Moreno,Female,42,Mobile,Pune,Home Decor,Evening,Cash on Delivery,2024-01-19,Friday,2859.15,1142.14,Yes,1717.01
ORD01347,David Mcmahon,Female,48,Tablet,Delhi,Footwear,Night,Credit Card,2024-11-28,Thursday,7585.78,2825.56,No,4760.219999999999
ORD01348,Deborah Potts,Female,25,Mobile,Mumbai,Footwear,Morning,Debit Card,2025-04-10,Thursday,7646.06,2641.27,Yes,5004.790000000001
ORD01349,Ryan Wallace,Male,48,Mobile,Bangalore,Electronics,Evening,Credit Card,2024-12-13,Friday,9435.72,3482.6,Yes,5953.119999999999
ORD01350,Beverly Lang,Female,39,Laptop,Kolkata,Home Decor,Evening,Net Banking,2025-06-26,Thursday,14141.45,4323.1,Yes,9818.35
ORD01351,Kimberly Sutton,Male,27,Tablet,Bangalore,Electronics,Afternoon,UPI,2025-05-14,Wednesday,11489.02,4264.86,No,7224.160000000001
ORD01352,Jacob Cook,Male,54,Tablet,Bangalore,Home Decor,Night,UPI,2023-11-30,Thursday,3511.61,1447.98,Yes,2063.63
ORD01353,Angela Robinson,Male,56,Laptop,Pune,Home Decor,Evening,Debit Card,2025-05-06,Tuesday,1046.09,151.94,No,894.1499999999999
ORD01354,Elizabeth Reeves,Male,55,Mobile,Bangalore,Footwear,Night,Net Banking,2024-05-14,Tuesday,12559.97,1591.15,No,10968.82
ORD01355,Mckenzie Cooper,Male,55,Tablet,Bangalore,Books,Evening,Net Banking,2024-09-28,Saturday,17375.47,4662.89,Yes,12712.580000000002
ORD01356,Matthew Gillespie,Female,29,Laptop,Hyderabad,Electronics,Morning,UPI,2025-01-31,Friday,4884.09,697.9,Yes,4186.1900000000005
ORD01357,Stanley Peterson,Female,56,Tablet,Pune,Electronics,Afternoon,UPI,2025-02-28,Friday,10226.41,3131.67,Yes,7094.74
ORD01358,Sarah Clark,Male,30,Laptop,Kolkata,Electronics,Night,Credit Card,2025-02-14,Friday,19064.55,5306.38,No,13758.169999999998
ORD01359,Kimberly Walter,Male,21,Laptop,Chennai,Books,Afternoon,Debit Card,2024-02-15,Thursday,5493.41,2102.58,Yes,3390.83
ORD01360,Michelle Nichols,Male,47,Mobile,Delhi,Books,Evening,Cash on Delivery,2024-07-03,Wednesday,5910.79,2272.11,Yes,3638.68
ORD01361,David Estrada,Male,51,Laptop,Delhi,Clothing,Afternoon,Debit Card,2024-09-19,Thursday,11920.71,3714.16,No,8206.55
ORD01362,Kayla Hull,Male,52,Mobile,Bangalore,Accessories,Morning,Debit Card,2023-12-06,Wednesday,9826.83,2445.45,No,7381.38
ORD01363,Christopher Boyd,Male,24,Tablet,Chennai,Clothing,Night,UPI,2024-05-01,Wednesday,11601.92,3617.14,Yes,7984.780000000001
ORD01364,Kimberly Gomez,Female,59,Mobile,Chennai,Accessories,Night,Credit Card,2024-01-31,Wednesday,5409.08,1261.54,No,4147.54
ORD01365,Noah Hill,Female,58,Mobile,Bangalore,Books,Night,Cash on Delivery,2023-10-06,Friday,6033.24,2053.57,No,3979.6699999999996
ORD01366,Linda Nelson,Male,39,Laptop,Kolkata,Books,Evening,Net Banking,2024-03-21,Thursday,2673.67,1044.0,Yes,1629.67
ORD01367,Ashley Hurley,Female,18,Laptop,Chennai,Home Decor,Night,Debit Card,2024-11-03,Sunday,3986.51,1563.5,No,2423.01
ORD01368,Lynn Taylor,Male,46,Laptop,Kolkata,Accessories,Afternoon,Debit Card,2024-10-30,Wednesday,15686.44,6169.22,Yes,9517.220000000001
ORD01369,Jessica Johnson,Female,50,Laptop,Bangalore,Books,Night,Credit Card,2025-04-15,Tuesday,13852.55,6474.66,Yes,7377.889999999999
ORD01370,Alexis Clark,Male,38,Mobile,Mumbai,Home Decor,Afternoon,Debit Card,2025-03-02,Sunday,12397.4,1496.49,No,10900.91
ORD01371,Tamara Salinas,Female,35,Mobile,Bangalore,Home Decor,Evening,UPI,2024-02-21,Wednesday,3327.24,666.03,No,2661.21
ORD01372,Dr. Mary King,Female,46,Laptop,Hyderabad,Books,Night,Net Banking,2025-01-17,Friday,610.61,288.82,Yes,321.79
ORD01373,Sara Pittman,Female,40,Tablet,Pune,Clothing,Night,UPI,2024-04-24,Wednesday,879.85,322.86,Yes,556.99
ORD01374,Travis Mccoy,Female,36,Laptop,Delhi,Footwear,Night,Net Banking,2024-08-04,Sunday,6850.86,2068.87,Yes,4781.99
ORD01375,Christian Wood,Male,57,Tablet,Hyderabad,Footwear,Morning,Credit Card,2024-09-24,Tuesday,5241.19,1029.72,No,4211.469999999999
ORD01376,Allen Santos,Female,20,Tablet,Hyderabad,Accessories,Night,Debit Card,2023-09-06,Wednesday,5962.78,1926.08,No,4036.7
ORD01377,Eduardo Fritz,Male,24,Mobile,Kolkata,Footwear,Evening,Cash on Delivery,2024-08-06,Tuesday,7704.25,3587.27,Yes,4116.98
ORD01378,Claire Campbell,Female,26,Tablet,Delhi,Footwear,Night,Debit Card,2025-06-04,Wednesday,17542.04,5533.0,Yes,12009.04
ORD01379,Scott Moore,Male,46,Mobile,Bangalore,Books,Evening,Cash on Delivery,2024-02-26,Monday,10855.04,1966.27,Yes,8888.77
ORD01380,Kayla Thompson,Male,22,Tablet,Kolkata,Accessories,Evening,UPI,2024-01-05,Friday,18149.52,4548.78,Yes,13600.740000000002
ORD01381,Misty Chang,Male,38,Laptop,Mumbai,Home Decor,Evening,UPI,2023-12-08,Friday,4380.21,2133.81,No,2246.4
ORD01382,John Lane,Female,56,Tablet,Delhi,Clothing,Morning,Net Banking,2024-04-12,Friday,8832.95,3645.62,Yes,5187.330000000001
ORD01383,Emily Carson,Male,50,Laptop,Delhi,Books,Night,Credit Card,2024-07-19,Friday,19215.87,8510.45,No,10705.419999999998
ORD01384,Jonathan Brown,Female,36,Tablet,Bangalore,Accessories,Morning,Credit Card,2023-10-21,Saturday,11523.48,5628.1,Yes,5895.379999999999
ORD01385,Jennifer Hudson,Male,50,Mobile,Chennai,Home Decor,Afternoon,Credit Card,2024-09-06,Friday,15458.75,3770.79,No,11687.96
ORD01386,Mario Fisher,Female,46,Tablet,Mumbai,Accessories,Evening,Credit Card,2024-03-18,Monday,4042.64,1248.57,No,2794.0699999999997
ORD01387,Paul Chang,Female,19,Laptop,Chennai,Footwear,Morning,Cash on Delivery,2024-08-08,Thursday,16650.34,973.92,Yes,15676.42
ORD01388,Erin Figueroa,Female,45,Mobile,Bangalore,Clothing,Evening,Cash on Delivery,2024-11-08,Friday,9426.19,3293.8,No,6132.39
ORD01389,Grant Smith,Male,30,Mobile,Mumbai,Footwear,Afternoon,Credit Card,2023-11-05,Sunday,1011.38,324.52,Yes,686.86
ORD01390,Jesus Jones,Male,52,Laptop,Delhi,Footwear,Evening,Debit Card,2024-09-27,Friday,13334.26,1877.01,Yes,11457.25
ORD01391,Mr. Carlos Quinn,Female,35,Mobile,Mumbai,Footwear,Morning,Debit Card,2024-10-02,Wednesday,17613.93,8366.16,Yes,9247.77
